OPTIMAL FLOW WITH TARGET RMS   1.30E+01     LMAX_U  25 LMAX_B  1
 20  19     4.41748E-11     -2.49227E-11      2.37281E-12      4.20574E-12
 20  20     4.92077E-12     -2.95436E-12      3.22073E-13      5.36445E-13
 21   0     3.45597E-08      0.00000E+00      1.26775E-19      0.00000E+00
 21   1     1.00124E-07     -2.70754E-09      6.45919E-12      2.38860E-10
 21   2    -3.55019E-08      1.92147E-09      4.63172E-13      8.55777E-12
 21   3    -1.06536E-07      8.65966E-09     -5.67626E-11     -6.98327E-10
 21   4    -6.35047E-09      6.89433E-10     -3.89955E-11     -3.59193E-10
 21   5     9.75053E-08     -1.32612E-08      1.21250E-10      8.91513E-10
 21   6     6.75219E-08     -1.10499E-08      1.90534E-10      1.16429E-09
 21   7    -3.73824E-08      7.16016E-09     -2.89741E-11     -1.51271E-10
 21   8    -9.27673E-08      2.03826E-08     -3.41258E-10     -1.55316E-09
 21   9    -6.15617E-08      1.52817E-08     -3.85101E-10     -1.55136E-09
 21  10     5.95675E-09     -1.65083E-09     -7.40891E-11     -2.67338E-10
 21  11     5.28324E-08     -1.61918E-08      3.48932E-10      1.13853E-09
 21  12     6.19613E-08     -2.08378E-08      6.04573E-10      1.79770E-09
 21  13     4.72141E-08     -1.73125E-08      6.07446E-10      1.65661E-09
 21  14     2.74981E-08     -1.09351E-08      4.49972E-10      1.13154E-09
 21  15     1.29290E-08     -5.55073E-09      2.64032E-10      6.14995E-10
 21  16     5.01638E-09     -2.31619E-09      1.26317E-10      2.73575E-10
 21  17     1.61507E-09     -7.99375E-10      4.97371E-11      1.00490E-10
 21  18     4.28382E-10     -2.26644E-10      1.60434E-11      3.03237E-11
 21  19     9.14936E-11     -5.16192E-11      4.15191E-12      7.35914E-12
 21  20     1.49393E-11     -8.96935E-12      8.19832E-13      1.36551E-12
 21  21     1.62363E-12     -1.03552E-12      1.07703E-13      1.68872E-13
 22   0    -7.43878E-09      0.00000E+00      5.78655E-20      0.00000E+00
 22   1     6.05052E-08     -1.63617E-09      2.81715E-12      1.04178E-10
 22   2     1.77548E-08     -9.60945E-10      7.92576E-12      1.46440E-10
 22   3    -5.47612E-08      4.45120E-09     -2.07133E-11     -2.54827E-10
 22   4    -3.69820E-08      4.01492E-09     -4.38407E-11     -4.03823E-10
 22   5     3.41481E-08     -4.64431E-09      2.31445E-11      1.70174E-10
 22   6     5.52186E-08     -9.03646E-09      1.13467E-10      6.93359E-10
 22   7     8.74149E-09     -1.67433E-09      6.70141E-11      3.49873E-10
 22   8    -4.21090E-08      9.25210E-09     -1.13107E-10     -5.14784E-10
 22   9    -4.83165E-08      1.19938E-08     -2.35568E-10     -9.48972E-10
 22  10    -1.70974E-08      4.73831E-09     -1.56423E-10     -5.64427E-10
 22  11     1.76556E-08     -5.41101E-09      6.93601E-11      2.26316E-10
 22  12     3.41323E-08     -1.14788E-08      2.76595E-10      8.22456E-10
 22  13     3.21738E-08     -1.17975E-08      3.55039E-10      9.68252E-10
 22  14     2.18711E-08     -8.69737E-09      3.09497E-10      7.78284E-10
 22  15     1.17826E-08     -5.05853E-09      2.08453E-10      4.85538E-10
 22  16     5.21931E-09     -2.40989E-09      1.13748E-10      2.46353E-10
 22  17     1.92947E-09     -9.54989E-10      5.12947E-11      1.03637E-10
 22  18     5.96487E-10     -3.15583E-10      1.92124E-11      3.63135E-11
 22  19     1.52789E-10     -8.62011E-11      5.93448E-12      1.05187E-11
 22  20     3.16558E-11     -1.90057E-11      1.47824E-12      2.46214E-12
 22  21     5.03259E-12     -3.20969E-12      2.82099E-13      4.42313E-13
 22  22     5.34205E-13     -3.61384E-13      3.59359E-14      5.31222E-14
 23   0    -1.76128E-08      0.00000E+00      1.37358E-20      0.00000E+00
 23   1     2.33550E-08     -6.31559E-10      6.40252E-13      2.36764E-11
 23   2     2.73560E-08     -1.48059E-09      6.47360E-12      1.19609E-10
 23   3    -1.64916E-08      1.34050E-09     -2.38309E-12     -2.93182E-11
 23   4    -3.21712E-08      3.49264E-09     -2.66876E-11     -2.45823E-10
 23   5     8.36261E-10     -1.13736E-10     -1.24304E-11     -9.13964E-11
 23   6     3.07428E-08     -5.03102E-09      4.72552E-11      2.88760E-10
 23   7     2.06086E-08     -3.94733E-09      6.67332E-11      3.48407E-10
 23   8    -1.11408E-08      2.44783E-09     -8.66772E-12     -3.94493E-11
 23   9    -2.85706E-08      7.09222E-09     -1.10481E-10     -4.45065E-10
 23  10    -2.02332E-08      5.60735E-09     -1.28009E-10     -4.61899E-10
 23  11     8.62929E-11     -2.64466E-11     -3.49836E-11     -1.14148E-10
 23  12     1.54138E-08     -5.18372E-09      9.73795E-11      2.89558E-10
 23  13     1.95715E-08     -7.17647E-09      1.84057E-10      5.01955E-10
 23  14     1.58369E-08     -6.29778E-09      1.94273E-10      4.88533E-10
 23  15     9.80850E-09     -4.21102E-09      1.51157E-10      3.52081E-10
 23  16     4.93841E-09     -2.28019E-09      9.38158E-11      2.03185E-10
 23  17     2.07373E-09     -1.02639E-09      4.79922E-11      9.69643E-11
 23  18     7.33459E-10     -3.88051E-10      2.05121E-11      3.87700E-11
 23  19     2.18364E-10     -1.23198E-10      7.33771E-12      1.30059E-11
 23  20     5.41351E-11     -3.25020E-11      2.17720E-12      3.62633E-12
 23  21     1.08985E-11     -6.95087E-12      5.23292E-13      8.20488E-13
 23  22     1.68911E-12     -1.14266E-12      9.67075E-14      1.42955E-13
 23  23     1.75287E-13     -1.25616E-13      1.19653E-14      1.66973E-14
 24   0    -1.35993E-08      0.00000E+00     -4.73026E-21      0.00000E+00
 24   1     2.15207E-09     -5.81957E-11     -2.11483E-13     -7.82061E-12
 24   2     1.92780E-08     -1.04338E-09      3.30412E-12      6.10483E-11
 24   3     2.18459E-09     -1.77572E-10      3.48589E-12      4.28855E-11
 24   4    -1.79514E-08      1.94888E-09     -1.09018E-11     -1.00418E-10
 24   5    -1.00693E-08      1.36948E-09     -1.67660E-11     -1.23275E-10
 24   6     1.13741E-08     -1.86136E-09      1.04208E-11      6.36780E-11
 24   7     1.69719E-08     -3.25076E-09      4.04352E-11      2.11108E-10
 24   8     2.82473E-09     -6.20643E-10      2.30426E-11      1.04874E-10
 24   9    -1.26878E-08      3.14956E-09     -3.59516E-11     -1.44829E-10
 24  10    -1.51907E-08      4.20991E-09     -7.62773E-11     -2.75233E-10
 24  11    -6.20374E-09      1.90129E-09     -5.43146E-11     -1.77224E-10
 24  12     4.58962E-09     -1.54351E-09      1.44553E-11      4.29828E-11
 24  13     1.03383E-08     -3.79086E-09      8.09889E-11      2.20870E-10
 24  14     1.03890E-08     -4.13134E-09      1.10294E-10      2.77355E-10
 24  15     7.47928E-09     -3.21103E-09      1.00743E-10      2.34655E-10
 24  16     4.28200E-09     -1.97711E-09      7.13013E-11      1.54423E-10
 24  17     2.03081E-09     -1.00514E-09      4.11952E-11      8.32315E-11
 24  18     8.12456E-10     -4.29847E-10      1.98848E-11      3.75844E-11
 24  19     2.75883E-10     -1.55649E-10      8.09213E-12      1.43431E-11
 24  20     7.93012E-11     -4.76113E-11      2.77432E-12      4.62090E-12
 24  21     1.90641E-11     -1.21588E-11      7.92880E-13      1.24318E-12
 24  22     3.73486E-12     -2.52659E-12      1.84284E-13      2.72412E-13
 24  23     5.64953E-13     -4.04864E-13      3.30401E-14      4.61045E-14
 24  24     5.73659E-14     -4.35038E-14      3.97603E-15      5.24364E-15
 25   0    -6.77273E-09      0.00000E+00     -8.05789E-21      0.00000E+00
 25   1    -5.37123E-09      1.45247E-10     -3.46123E-13     -1.27996E-11
 25   2     8.91153E-09     -4.82319E-10      1.04190E-12      1.92506E-11
 25   3     7.17605E-09     -5.83296E-10      3.56075E-12      4.38064E-11
 25   4    -6.35487E-09      6.89911E-10     -2.10122E-12     -1.93546E-11
 25   5    -9.60816E-09      1.30676E-09     -1.09748E-11     -8.06941E-11
 25   6     9.01832E-10     -1.47584E-10     -3.70371E-12     -2.26321E-11
 25   7     9.58042E-09     -1.83501E-09      1.73289E-11      9.04724E-11
 25   8     6.35177E-09     -1.39560E-09      2.28465E-11      1.03981E-10
 25   9    -3.22508E-09      8.00577E-10     -2.19961E-12     -8.86101E-12
 25  10    -8.73763E-09      2.42152E-09     -3.51157E-11     -1.26709E-10
 25  11    -6.59633E-09      2.02161E-09     -4.20578E-11     -1.37231E-10
 25  12    -5.36170E-10      1.80316E-10     -1.46494E-11     -4.35598E-11
 25  13     4.40685E-09     -1.61591E-09      2.64541E-11      7.21447E-11
 25  14     6.08831E-09     -2.42111E-09      5.54167E-11      1.39355E-10
 25  15     5.21630E-09     -2.23948E-09      6.14539E-11      1.43141E-10
 25  16     3.41620E-09     -1.57735E-09      5.00545E-11      1.08407E-10
 25  17     1.82712E-09     -9.04327E-10      3.26647E-11      6.59964E-11
 25  18     8.21346E-10     -4.34550E-10      1.77084E-11      3.34708E-11
 25  19     3.14351E-10     -1.77352E-10      8.10873E-12      1.43725E-11
 25  20     1.02784E-10     -6.17099E-11      3.15420E-12      5.25362E-12
 25  21     2.85880E-11     -1.82329E-11      1.03950E-12      1.62987E-12
 25  22     6.67569E-12     -4.51604E-12      2.86828E-13      4.23994E-13
 25  23     1.27436E-12     -9.13259E-13      6.45918E-14      9.01318E-14
 25  24     1.88331E-13     -1.42822E-13      1.12529E-14      1.48385E-14
 25  25     1.87271E-14     -1.50145E-14      1.31834E-15      1.64572E-15
